LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
3509064,L. L. Owen Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.73,53.61,56.98,51.78,57.94,56.03,47.6,43.75,46.88,41.34,39.81,35.73
3509066,Coleman Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.63,57.05,58.05,51.33,54.55,61.11,37.8,34.22,37.64,25.22,34.48,38.52
3509067,Watson Chapel High School,17.44,16.8,17.44,16.54,15.65,15.26,15.07,60.82,56.04,56.37,51.91,52.91,52.52,42.53,39.62,41.83,41.27,40.37,39.05
3509068,Watson Chapel Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.96,59.62,58.5,52.07,54.08,54.76,46.55,45.63,45.38,41.93,42.54,38.66
3510076,White Hall High School,20.35,20.36,20.31,19.5,20.13,18.93,18.2,67.57,66.45,68.48,63.32,64.11,63.89,54.68,50.76,56.78,50.3,52.46,52.78
3510078,Hardin Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.52,74.28,74.6,68.94,73.63,68.55,62.43,60.13,60.45,47.71,48.1,47.19
3510079,Moody Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.01,73.08,73.87,70.15,71.99,74.28,59.6,54.89,56.24,54.16,56.62,60.64
3510080,Taylor Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.25,66.67,73.63,69,70.89,66.89,61.31,53.11,57.37,50.7,52.58,52.35
3510081,White Hall Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.71,70.71,70,66.02,67.38,65.3,60.6,53,53.38,41.08,46.2,45.76
3510084,Gandy Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.99,71.04,73.24,64.64,66.97,64.95,58.45,56.4,60.74,49.85,48.88,47.65
3541701,Pine Bluff Lighthouse Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.47,57.79,56.29,48.64,N/A,N/A,43.99,35.34,32.5,29.51,N/A,N/A
3541702,Pb Lighthouse Upper Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3542702,Quest Middle School of Pine Bluff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.04,50.97,N/A,N/A,N/A,N/A,35.32,34.53,N/A,N/A,N/A,N/A
3601001,Pyron Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.17,68.67,67.88,64.25,66,67.29,56.77,50.52,52.52,50.55,44.22,44.81
3601002,Kraus Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.7,72.27,73.04,68.91,66.71,67.35,54.2,56.49,59.64,52.19,46.07,47.64
3601003,Clarksville Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.76,70.32,69.67,68.32,65.54,67.85,67.41,61.49,64.44,77.69,41.16,48.51
3601004,Clarksville Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.42,66.46,68.42,62.95,65.17,64.19,57.64,55,58.02,52.39,53.44,52.68
3601005,Clarksville High School,19.87,18.51,18.96,19.33,18.73,18.72,18.53,69.14,67.04,65.86,61.15,65.04,63.36,56.76,55.02,53.72,48.53,48.22,50.85
3604018,Lamar Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.47,72.04,78.2,64.69,65.29,67.32,57.76,57.62,61.84,58.72,50.07,49.74
3604019,Lamar High School,19.23,20.32,19.51,19,18.73,19.26,18.39,68.25,67.86,67.24,59.65,63.61,67.71,54.37,56.7,56.75,51.36,49.77,52.99
3604020,Lamar Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.09,69.06,70.38,68.16,71.52,67.89,56.78,54.71,55.87,56.92,56.61,52.67
3606025,Westside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.37,60.61,63.85,60.35,59.67,63.56,40.99,37.99,49.84,59.51,44.63,45.35
3606026,Westside High School,19.6,18.72,17.53,16.89,16.62,14.97,15.19,61.54,57.79,59,59.17,59.9,60.36,45.16,42.53,44.21,42.71,41.99,43.48
3704007,Lafayette County Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.65,56.86,56.95,54.42,48.81,54.58,49.93,44.11,50.39,48.01,39.32,41.72
3704013,Lafayette County High School,17.33,17.74,17.17,16.64,14.61,16.03,16.04,59.05,58.84,61.18,54.18,57.68,52.68,46.91,46.56,46.2,39.51,46.02,37.57
3804009,Hoxie Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.77,70.65,72.21,65.79,67.6,65.57,54.23,57.97,57.76,55.63,51.55,47.44
3804010,Hoxie High School,20.53,19.88,20.18,18.75,18.49,18.54,17.56,71.28,67.1,67.62,63.09,64.39,63.4,53.51,51.67,54.05,53.76,50.49,49.58
3806018,Sloan-Hendrix Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.67,69.49,69.05,64.49,66.33,66.32,56.6,55.86,55.06,56.69,51.84,49.31
3806019,Sloan-Hendrix High School,18.71,18.69,17.79,18.8,18.16,17.55,18.94,64.16,61.71,61.98,64.26,63.14,62.78,52.26,49.17,47.28,50.88,45.96,47.67
3806020,Sloan-Hendrix Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.74,67.48,N/A,N/A,N/A,N/A,54.1,50.55,N/A,N/A,N/A,N/A
3809014,Hillcrest Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.01,73.17,71.81,76.63,68.67,74.41,66.35,63.49,62.37,69.01,57.01,58.19
3809023,Hillcrest High School,19.32,17.81,19.04,18.49,19.12,18.04,17.23,66.3,64.38,70.33,68.3,68.09,68.47,52.48,51.68,59.2,60.26,51.58,54.41
3810001,Black Rock Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3810002,Black Rock High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3810026,Walnut Ridge Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.75,67.65,66.99,60.07,63.97,64.93,51.79,50.64,52.48,49,49.27,48.05
3810027,Walnut Ridge High School,19.73,21.35,20.05,18.38,19.64,18.61,19.24,71.19,67.34,69.52,64.8,66.03,67.61,52.13,51.63,51.4,55.97,51.85,53.19
3840701,Imboden Area Charter School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.57,62.27,59.28,63.45,63.33,59.31,55.64,43.58,45.17,57.74,60.6,62.42
3904005,Whitten Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3904010,Anna Strong Intermediate Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.65,54.2,55.67,50.7,57.01,59.39,53.3,49.06,42.37,42.04,41.43,49.12
3904011,Lee High School,17.38,16.49,15.29,14.48,15.11,13.48,14.25,53.55,52.13,48.17,49.89,51.68,52.55,39.06,42.54,33.53,43.69,36.11,38.78
4003014,Brown Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.2,59.71,59.8,58.35,60.19,59.75,45.14,43.95,46.03,42.65,44.06,47.65
4003015,Star City Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.91,64.27,65.09,60.81,63.9,63.84,47.07,45.42,45.74,37.94,41.2,41.81
4003016,Star City High School,19.39,19.41,18.94,18.54,17.48,17.55,17.47,66.8,64.8,61.87,58.98,60.44,66.23,53.19,53.25,50.43,44.04,49.19,50.49
4101001,L.F. Henderson Interm. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.62,64,67.24,N/A,N/A,N/A,49.04,46.77,48.42,N/A,N/A,N/A
4101002,C. D. Franks Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4101003,Ashdown Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.7,66.6,69.8,60.32,60.11,58.4,54.88,51.59,55.6,44.29,41.13,38.52
4101004,Ashdown High School,18.97,18.39,19.52,17.52,18.78,17.75,17.73,67.43,64.56,68.69,61.17,63.83,61.69,56.7,51.22,57.6,50.4,49.49,46.9
4101005,Margaret Daniels Primary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.18,66.59,69.74,N/A,N/A,N/A,66.11,64.03,65.08,N/A,N/A,N/A
4102008,Oscar Hamilton Elementary Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.82,77.25,77.87,73.21,70.08,75.35,59,55.05,60.44,63.94,59.53,56.41
4102010,Foreman High School,19.1,19.23,18.02,19.43,17.53,16.86,17.4,69.96,65.11,66.76,64.09,64.9,65.12,55.81,56.26,53.25,50.41,53.65,57.41
4201001,Booneville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.06,65.02,67.87,66.4,65.69,66.29,50.68,47.49,54.1,63.29,63.21,51.33
4201002,Booneville High School,18.75,19.63,19.61,19.04,19.32,18.23,18.64,69.28,61.96,67.51,68.33,63.54,66.66,53.27,49.46,55.38,58.81,47.84,51.73
4201003,Booneville Jr High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.86,69.44,67.68,64.33,69.42,64.91,52.35,55.23,55.3,53.61,62.46,57.58
4202007,Magazine Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.38,67.73,68.59,69.21,68.44,66.1,53.69,48.48,54.04,63.79,55.87,51.81
4202008,J.D. Leftwich High School,19.69,19.27,19.2,18.97,19.8,18.19,18.93,70.62,67.46,65.4,60.9,62.63,66.02,54.45,52.28,50.75,51.33,49.71,51.06
4203011,Paris Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.25,70.58,70.77,68.15,69.94,72.02,57.42,55.73,66.71,62.69,64.79,66.95
4203012,Paris High School,19.71,18.63,17.94,17.84,17.29,18.8,17.97,64.38,65.18,67.36,65.5,64.29,63.02,51.07,49.19,51.47,50.31,51.56,50
4203013,Paris Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.27,72.42,71.33,68.87,69.64,67.52,54.51,56.56,60.18,56.6,56.9,53.39
4204016,Scranton Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.8,75.26,73.12,66.06,68.9,71.06,61.77,58.01,55.42,60.74,48.5,53.42
4204019,Scranton High School,19.89,19.54,23.39,19.2,21.23,21.41,20.46,74.44,73.99,74.26,68.56,70.39,70.14,57.46,59.13,63.93,59.94,53.42,56.43
4301027,Lonoke Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.36,64.6,66.06,66.4,68.12,66.73,52.11,50.26,51.8,51.59,53.07,54.34
4301028,Lonoke Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.95,69,68.43,62.87,67.06,68.73,55.98,53.55,57.64,42.45,44.3,51.11
4301029,Lonoke High School,19.81,19.33,18.89,18.26,17.86,17.74,18.98,66.39,64.48,64.38,59.73,61.25,62.18,55.54,55.22,55.42,45.84,44.91,57.38
4301030,Lonoke Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.23,70.02,70.83,71.99,72.47,71.16,84.58,86.37,83.56,88.87,82.05,83.86
4302017,England Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.75,61.9,62.39,66.62,65.68,66.91,46.23,37.61,44.01,50.06,40.31,38.46
4302018,England High School,17.75,17.72,18.62,17.18,16.87,17,17.4,63.31,63.77,63.08,60.26,62.81,58.66,42.19,47.11,51.08,45.69,51.17,41.85
4303012,Carlisle Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.75,68.1,66.69,63.04,65.48,60.98,57.18,56.08,51.39,63.89,62.36,41.34
4303013,Carlisle High School,19.15,19.59,17.81,17.82,20.83,18,17.14,65.64,66.1,67.08,63.21,63.79,63.72,51.94,53.84,54,54.01,49.61,48.19
4304001,Eastside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.37,82.3,80.57,75.04,78.84,76.49,64.27,60.27,60.78,68.43,59.44,55.64
4304002,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.59,69.89,71.75,73.32,71.59,66.93,52.81,47.05,52.1,62.24,50.63,42.51
4304004,Cabot Junior High South,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.71,77.47,76.54,69.51,67.53,67.66,62.89,61.38,61.52,56.72,50.43,50.99
4304005,Cabot High School,21.69,22.22,21.53,21.39,21.07,20.78,20.59,74.57,73.81,73.36,66.98,68.98,71.2,58.92,59.74,60.61,56.54,55.38,58.9
4304006,Westside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.65,74.62,79.62,74.88,82.08,76.67,56.72,53.13,58.98,63.67,68.85,57.03
4304007,Southside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.47,77.11,78.1,76.45,75.32,73.81,59.11,57.97,56.99,68.35,58.27,52.92
4304008,Northside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.67,76.91,74.48,70.78,67.95,68.64,61.93,54.65,53.75,61.29,50.43,51.48
4304009,Ward Central Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.08,70.78,79.82,72.23,77.05,77.91,45.37,45.53,52.7,57.31,60.76,55.85
4304010,Cabot Middle School South,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.28,73.79,72.77,69.67,70.7,69.71,57.96,52.31,51.35,52.81,48.62,47.77
4304011,Cabot Junior High North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.02,80.74,79.81,73,72.68,72.66,62.29,60.22,59.73,56.9,53.21,52.85
4304012,Cabot Middle School North,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.14,80.42,77.72,71.25,73.1,69.62,60.61,57.35,58.7,55.4,54.19,47.83
4304013,Magness Creek Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.47,80.36,79.99,76.48,73.93,71.56,63.31,63.74,63.48,69.4,58.51,51.46
4304014,Stagecoach Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.46,73.43,81.26,77.79,77.62,77.21,60.31,55.35,59.53,67.94,58.56,51.62
4304015,Mountain Springs Elem School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.1,81.54,77.62,78.03,75.36,82.5,65.6,62.81,61.41,67.25,58.64,57.61
4304016,Cabot Learning(Iale) Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4304703,Academic Center for Excellence,19.34,18.09,18.33,17.63,17.88,17.57,17.73,60.93,57.7,50.83,60.87,51.28,58.64,49.15,39.29,42.07,36.84,41.5,42.81
4401001,Watson Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.29,71.11,73.56,66.24,69.82,66.37,82.68,79.96,100,84.49,84.82,80.44
4401002,Huntsville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.79,70.1,69.5,71.17,71.39,67.46,58.57,58.82,57.36,58.56,58.39,56.96
4401003,Huntsville High School,19.86,19.66,20.08,19.5,19.56,19.73,17.37,67.59,66.61,65.47,59.02,62.02,62.26,58.82,56.78,54.94,50.78,52.25,50.45
4401004,Huntsville Intermediate Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.09,65.63,64.88,60.81,64.73,61.64,47.97,43.4,42.11,48.27,50.89,48.92
4401011,St. Paul Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.43,68.98,67.52,64.53,61.14,64.19,55.88,54.18,55.65,61.15,54.45,59.22
4401012,St. Paul High School,15,17.78,19.79,18.31,18.2,16.64,24.17,68.49,61.74,62.95,64.51,65.45,64.14,55.22,44.49,49.89,51.62,48.51,53.15
4501001,Flippin Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.38,67.38,65.47,59.5,56.98,65.02,56.18,56.02,54.42,53.91,35.68,48.11
4501002,Flippin High School,19.27,18.86,18.86,18.25,17.94,18.91,18.9,68.62,66.81,66.78,62.71,63.54,65.71,53.54,50.1,51.27,50.91,52.34,52.27
4501003,Flippin Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.24,69.96,71.4,66.96,61.54,66.13,55.82,55.58,54.97,54.89,41.81,47.96
4502005,Yellville-Summit Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.47,72.18,70.15,71.55,71.25,63.24,58.81,59.43,60.68,65.49,59.51,55.11
4502006,Yellville-Summit High School,19.76,19.22,19.48,19.59,19.89,19.22,18.62,70.39,65.69,69.8,67.5,66.12,64.13,52.97,47.83,55.38,54.26,52.22,53.63
4502007,Yellville-Summit Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4602005,Genoa Central Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.91,83.3,84.64,86.43,86.08,81.84,64.74,63.4,67.61,72.66,64.48,59.16
4602006,Genoa Central High School,19.69,19.91,20.12,20.37,18.81,20.01,19.44,68,69.25,68.52,69.09,73.11,69.05,53.69,54.62,55.72,55.29,58.74,53.14
4602007,Gary E. Cobb Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.5,74.57,77.47,79.16,78.58,78.77,56.5,57.33,62.85,62.16,62.35,61.52
4603009,Fouke Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.52,68.1,69.05,71.18,64.32,64.21,57.38,52.85,51.93,56.96,42.29,43.83
4603010,Fouke High School,19.48,18.9,18.57,18.56,18.87,18.38,18.96,68.41,67.11,70.37,65.62,66.29,65.68,50.6,51.12,50.63,51.47,54.19,52.44
4603011,Paulette Smith Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.69,68.42,68.19,67.79,68.01,66.41,55.88,48.53,49.32,52.81,50.74,48.6
4605019,College Hill Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.01,69.86,70.22,61.04,N/A,N/A,55.02,49.28,47.26,58.82,N/A,N/A
4605020,Fairview Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.13,65.75,69.42,56.69,60.4,64.99,56.65,52.16,56.37,47.02,41.33,41.76
4605021,Vera Kilpatrick Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.8,72.23,67.24,58.66,62.25,60.55,52.18,55.51,50.75,55.2,52.45,50.38
4605022,Union Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.47,62.64,57.92,53.19,N/A,N/A,52.72,45.29,43.36,43.83,N/A,N/A
4605024,College Hill Middle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.76,60.83,61.89,64.67,N/A,N/A,44.4,45.18,41.15,51.81,N/A,N/A
4605025,North Heights Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.08,63.07,63.9,62.59,N/A,N/A,45.71,43.83,50.08,52.38,N/A,N/A
4605026,Arkansas High School,18.76,18.62,18.16,17.19,18.08,16.79,16.59,63.36,64.86,63.52,55.34,55.76,57.51,47.69,47.73,49.11,48.31,44.15,44.86
4605027,Edward D. Trice Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.1,74.93,74.76,64.5,63.73,65.34,56.82,56.38,60.85,59.42,48.04,50.37
4605703,Washington Academy,15.89,14,16.27,N/A,N/A,N/A,N/A,51.14,53.1,44.25,N/A,N/A,N/A,23.45,23.61,17.38,N/A,N/A,N/A
4701001,Armorel Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.69,79.11,81.97,74.72,74,74.56,64.87,62.42,66.73,62.27,55.81,58.55
4701002,Armorel High School,20.85,19.59,19.34,19.77,21.2,18.63,18.95,70.11,68.32,70.81,67.98,67,70.87,58.95,53.15,59.17,57.29,48.15,54.96
4702006,Blytheville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.16,61.77,58.55,50.11,51.29,51.93,38.74,38.25,33.79,30.17,23.13,24.72
4702008,Blytheville Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.52,66.31,62.99,51.97,54.53,55.87,67.76,68.46,63.38,42.52,44.68,50.95
4702012,Blytheville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.17,58.13,55.36,50.85,51.99,50.58,37.17,36.51,32.36,30.34,28.13,27.56
4702706,Blytheville High School-A New Tech School,16.71,16.41,16,15.39,15.23,N/A,N/A,55.31,52.78,52.85,49.1,N/A,N/A,39.94,39.6,36.94,30.16,N/A,N/A
4706039,So Miss County Elem At Luxora,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4706040,South Miss Cty Elem @ Wilson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4706059,So Miss County Elem At Keiser,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4706066,Rivercrest High School,17.31,17.78,18.41,18.91,17.84,N/A,N/A,60.75,61.2,60.1,60.69,N/A,N/A,41.44,46.18,48.61,49.8,N/A,N/A
4708028,Gosnell Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.4,68.71,70.94,74.84,74.5,73.29,49.89,52.6,53.12,55.49,64.52,48.46
4708031,Gosnell High School,18.99,18.37,19.55,19.16,20.7,18.31,19.19,74.22,71.59,71.47,66.99,67.14,63.91,50.12,47.7,49.98,46.92,44.32,41.6
4712043,Manila Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.46,73.41,75.27,65.61,64.99,64.93,53.87,53.96,55.97,50.32,44.46,46.02
4712044,Manila High School,19.43,19.75,19.11,20.19,19.42,18.34,18.57,70.07,69.86,68.05,68.53,67.28,67.42,53.6,54.99,53.02,57.59,50.07,51.46
4712045,Manila Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.17,77.44,74.66,N/A,N/A,N/A,57.43,59.3,54.12,N/A,N/A,N/A
4713051,Osceola High School,15.88,15.24,15.44,15.31,15.27,14.25,14.45,56.06,55.42,52.89,50.96,51.5,54.26,35.54,34.66,37.23,35.09,30.26,36.02
4713052,North Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.49,61.11,66.91,59.09,60.49,60.12,70.64,54.67,68.81,68.32,53.61,46.11
4713053,Carroll Smith Elementary Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.92,59.69,62.43,56.13,58.51,59.29,53.49,45.15,38.94,48.61,40.46,40.57
4713705,Osceola Stem Charter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.34,59.29,61.02,53.8,N/A,N/A,35.62,41.15,42.14,39.43,N/A,N/A
4801001,C.B. Partee Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.35,64.94,63.15,54.5,58.44,59.34,59.37,56.8,48.37,44.15,38.94,34.9
4801003,Brinkley High School,17.91,16.25,17.17,15.61,17.96,14.35,15.48,63.03,60.14,58.16,56.59,51.92,53.54,38.79,42.56,46.33,46.7,40.95,40.64
4802008,Clarendon Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.79,64.83,57.08,50.01,52.5,56.2,55.58,53.5,49.76,48.82,43.7,48.57
4802010,Clarendon High School,15.98,17.6,16.95,15.21,14.86,16.38,16.66,60.33,60.19,60.67,59.76,56.37,56.04,46.36,50.13,50.45,48.77,45.76,45.67
4901001,Caddo Hills Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.02,70.12,74.97,71.14,70.22,69.72,53.94,52.81,59.28,58.99,57.13,50.42
4901003,Caddo Hills High School,19.5,19.1,19.3,19.93,18.2,18.52,17.55,68.19,71.4,70.63,64.55,65.93,65.91,51.82,56.9,56.88,51.39,54.34,53.44
4902006,Mount Ida Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.7,69.12,75.3,71.41,69.64,67.94,52.56,53.45,60.41,59.98,54.98,49.1
4902007,Mount Ida High School,19.47,19.84,19.09,18.84,20.13,17.69,18.5,67.88,66.84,66.72,66.93,65.48,64.38,54.22,52.66,49.71,51.03,45.97,46.09
5006022,Prescott Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.19,66.96,64.4,61.61,62.63,61.01,59.87,59.47,57.86,57.85,51.61,57.09
5006023,McRae Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5006024,Prescott High School,17.82,18.87,18.68,17.68,17.04,17.11,16.61,62.79,64.22,62.96,59.63,61.06,58.71,53.59,58.19,59.13,53.36,51.11,46.3
5008013,Nevada Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.42,65.79,66.15,58.65,62.55,63.07,52.68,52.49,46.72,51.83,46.97,42.95
5008014,Nevada High  School,18.48,16.89,18.1,17.18,16.9,18.32,16.59,63.25,61.7,62.43,60.99,61.02,59.58,48.25,46.7,49.33,50.47,46.59,45.31
5102005,Jasper Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.31,59.77,68.45,69.29,67.32,70.56,53,51.07,57.53,60.8,51.25,55.74
5102006,Jasper High School,19.54,20.3,18.23,18.06,20.56,18.04,16.38,67.96,66.03,70.16,68.66,68.99,71.23,54.34,57.95,54.54,56.5,49.94,56.56
5102007,Kingston Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.74,65.75,71.68,71.13,70.61,73.98,49.18,51.92,55.66,55.65,48.6,55.11
5102008,Kingston High School,19.77,19.53,21.79,17.5,17.78,16.94,15.73,70.62,60.41,70.36,70.13,73.18,70.77,59.26,47.22,57.93,54.58,54.86,52.78
5102023,Oark Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.98,56.53,61.12,61.92,57.6,57.19,51.01,44.76,45.16,45.26,34.85,39.35
5102024,Oark High School,19.2,17.15,16.5,18.71,18.83,16,16.9,64.26,62.24,64.12,63.89,62.51,61.98,48.18,46.01,50,43.43,49.03,47.81
5106001,Deer Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5106002,Deer High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5106009,Mount Judea Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5106010,Mount Judea High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
