LEA,SCHOOL_NAME,1314_GRADES,1415_GRADES,1516_GRADES,1617_GRADES,1718_GRADES,1819_GRADES,1920_GRADES,2021_GRADES,2122_GRADES,2223_GRADES,2324_GRADES,1314_ENROLLMENT,1415_ENROLLMENT,1516_ENROLLMENT,1617_ENROLLMENT,1718_ENROLLMENT,1819_ENROLLMENT,1920_ENROLLMENT,2021_ENROLLMENT,2122_ENROLLMENT,2223_ENROLLMENT,2324_ENROLLMENT,1314_ABC_BLACK,1415_ABC_BLACK,1516_ABC_BLACK,1617_ABC_BLACK,1718_ABC_BLACK,1819_ABC_BLACK,1920_ABC_BLACK,2021_ABC_BLACK,2122_ABC_BLACK,2223_ABC_BLACK,2324_ABC_BLACK,1314_ABC_HISP,1415_ABC_HISP,1516_ABC_HISP,1617_ABC_HISP,1718_ABC_HISP,1819_ABC_HISP,1920_ABC_HISP,2021_ABC_HISP,2122_ABC_HISP,2223_ABC_HISP,2324_ABC_HISP,1314_ABC_WHITE,1415_ABC_WHITE,1516_ABC_WHITE,1617_ABC_WHITE,1718_ABC_WHITE,1819_ABC_WHITE,1920_ABC_WHITE,2021_ABC_WHITE,2122_ABC_WHITE,2223_ABC_WHITE,2324_ABC_WHITE,1314_AP_ENROLLMENT,1415_AP_ENROLLMENT,1516_AP_ENROLLMENT,1617_AP_ENROLLMENT,1718_AP_ENROLLMENT,1819_AP_ENROLLMENT,1920_AP_ENROLLMENT,2021_AP_ENROLLMENT,2122_AP_ENROLLMENT,2223_AP_ENROLLMENT,2324_AP_ENROLLMENT,1314_POP_BLACK,1415_POP_BLACK,1516_POP_BLACK,1617_POP_BLACK,1718_POP_BLACK,1819_POP_BLACK,1920_POP_BLACK,2021_POP_BLACK,2122_POP_BLACK,2223_POP_BLACK,2324_POP_BLACK,1314_POP_HISP,1415_POP_HISP,1516_POP_HISP,1617_POP_HISP,1718_POP_HISP,1819_POP_HISP,1920_POP_HISP,2021_POP_HISP,2122_POP_HISP,2223_POP_HISP,2324_POP_HISP,1314_POP_WHITE,1415_POP_WHITE,1516_POP_WHITE,1617_POP_WHITE,1718_POP_WHITE,1819_POP_WHITE,1920_POP_WHITE,2021_POP_WHITE,2122_POP_WHITE,2223_POP_WHITE,2324_POP_WHITE,1314_504,1415_504,1516_504,1617_504,1718_504,1819_504,1920_504,2021_504,2122_504,2223_504,2324_504,1314_ELL,1415_ELL,1516_ELL,1617_ELL,1718_ELL,1819_ELL,1920_ELL,2021_ELL,2122_ELL,2223_ELL,2324_ELL,1314_SPED,1415_SPED,1516_SPED,1617_SPED,1718_SPED,1819_SPED,1920_SPED,2021_SPED,2122_SPED,2223_SPED,2324_SPED,1314_DYSLEXIA,1415_DYSLEXIA,1516_DYSLEXIA,1617_DYSLEXIA,1718_DYSLEXIA,1819_DYSLEXIA,1920_DYSLEXIA,2021_DYSLEXIA,2122_DYSLEXIA,2223_DYSLEXIA,2324_DYSLEXIA,1314_FREE_REDUCED,1415_FREE_REDUCED,1516_FREE_REDUCED,1617_FREE_REDUCED,1718_FREE_REDUCED,1819_FREE_REDUCED,1920_FREE_REDUCED,2021_FREE_REDUCED,2122_FREE_REDUCED,2223_FREE_REDUCED,1314_NUM_GRADUATES,1415_NUM_GRADUATES,1516_NUM_GRADUATES,1617_NUM_GRADUATES,1718_NUM_GRADUATES,1819_NUM_GRADUATES,1920_NUM_GRADUATES,2021_NUM_GRADUATES,2122_NUM_GRADUATES,2223_NUM_GRADUATES,1314_TEACHERS_ADV_DEGREE,1415_TEACHERS_ADV_DEGREE,1516_TEACHERS_ADV_DEGREE,1617_TEACHERS_ADV_DEGREE,1718_TEACHERS_ADV_DEGREE,1819_TEACHERS_ADV_DEGREE,1920_TEACHERS_ADV_DEGREE,2021_TEACHERS_ADV_DEGREE,2122_TEACHERS_ADV_DEGREE,2223_TEACHERS_ADV_DEGREE,2324_TEACHERS_ADV_DEGREE,1314_TEACHERS_AVG_EXP,1415_TEACHERS_AVG_EXP,1516_TEACHERS_AVG_EXP,1617_TEACHERS_AVG_EXP,1718_TEACHERS_AVG_EXP,1819_TEACHERS_AVG_EXP,1920_TEACHERS_AVG_EXP,2021_TEACHERS_AVG_EXP,2122_TEACHERS_AVG_EXP,2223_TEACHER_AVG_EXP,2324_TEACHERS_AVG_EXP,1314_TEACHERS_CERTIFIED,1415_TEACHERS_CERTIFIED,1516_TEACHERS_CERTIFIED,1617_TEACHERS_CERTIFIED,1718_TEACHERS_CERTIFIED,1819_TEACHERS_CERTIFIED,1920_TEACHERS_CERTIFIED,2021_TEACHERS_CERTIFIED,2122_TEACHERS_CERTIFIED,2223_TEACHERS_CERTIFIED,1516_ACT_ASPIRE_9_LIT,1617_ACT_ASPIRE_9_LIT,1718_ACT_ASPIRE_9_LIT,1819_ACT_ASPIRE_9_LIT,2021_ACT_ASPIRE_9_LIT,2122_ACT_ASPIRE_9_LIT,2223_ACT_ASPIRE_9_LIT,1516_ACT_ASPIRE_9_MATH,1617_ACT_ASPIRE_9_MATH,1718_ACT_ASPIRE_9_MATH,1819_ACT_ASPIRE_9_MATH,2021_ACT_ASPIRE_9_MATH,2122_ACT_ASPIRE_9_MATH,2223_ACT_ASPIRE_9_MATH,1516_ACT_ASPIRE_9_SCI,1617_ACT_ASPIRE_9_SCI,1718_ACT_ASPIRE_9_SCI,1819_ACT_ASPIRE_9_SCI,2021_ACT_ASPIRE_9_SCI,2122_ACT_ASPIRE_9_SCI,2223_ACT_ASPIRE_9_SCI,1819_ACT_ASPIRE_9_ENG,2021_ACT_ASPIRE_9_ENG,2122_ACT_ASPIRE_9_ENG,2223_ACT_ASPIRE_9_ENG,1819_ACT_ASPIRE_9_READ,2021_ACT_ASPIRE_9_READ,2122_ACT_ASPIRE_9_READ,2223_ACT_ASPIRE_9_READ,1516_ACT_ASPIRE_10_LIT,1617_ACT_ASPIRE_10_LIT,1718_ACT_ASPIRE_10_LIT,1819_ACT_ASPIRE_10_LIT,2021_ACT_ASPIRE_10_LIT,2122_ACT_ASPIRE_10_LIT,2223_ACT_ASPIRE_10_LIT,1516_ACT_ASPIRE_10_MATH,1617_ACT_ASPIRE_10_MATH,1718_ACT_ASPIRE_10_MATH,1819_ACT_ASPIRE_10_MATH,2021_ACT_ASPIRE_10_MATH,2122_ACT_ASPIRE_10_MATH,2223_ACT_ASPIRE_10_MATH,1516_ACT_ASPIRE_10_SCI,1617_ACT_ASPIRE_10_SCI,1718_ACT_ASPIRE_10_SCI,1819_ACT_ASPIRE_10_SCI,2021_ACT_ASPIRE_10_SCI,2122_ACT_ASPIRE_10_SCI,2223_ACT_ASPIRE_10_SCI,1819_ACT_ASPIRE_10_ENG,2021_ACT_ASPIRE_10_ENG,2122_ACT_ASPIRE_10_ENG,2223_ACT_ASPIRE_10_ENG,1819_ACT_ASPIRE_10_READ,2021_ACT_ASPIRE_10_READ,2122_ACT_ASPIRE_10_READ,2223_ACT_ASPIRE_10_READ,1314_ACT_NUM_TESTED,1415_ACT_NUM_TESTED,1516_ACT_NUM_TESTED,1617_ACT_NUM_TESTED,1718_ACT_NUM_TESTED,1819_ACT_NUM_TESTED,1920_ACT_NUM_TESTED,2021_ACT_NUM_TESTED,2122_ACT_NUM_TESTED,2223_ACT_NUM_TESTED,1314_ACT_NUM_TESTED_12,1415_ACT_NUM_TESTED_12,1516_ACT_NUM_TESTED_12,1617_ACT_NUM_TESTED_12,1718_ACT_NUM_TESTED_12,1819_ACT_NUM_TESTED_12,1920_ACT_NUM_TESTED_12,2021_ACT_NUM_TESTED_12,2122_ACT_NUM_TESTED_12,2223_ACT_NUM_TESTED_12,1314_ACT_COMP,1415_ACT_COMP,1516_ACT_COMP,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1314_ACT_ENG,1415_ACT_ENG,1516_ACT_ENG,1617_ACT_ENG,1718_ACT_ENG,1819_ACT_ENG,1920_ACT_ENG,2021_ACT_ENG,2122_ACT_ENG,2223_ACT_ENG,1314_ACT_MATH,1415_ACT_MATH,1516_ACT_MATH,1617_ACT_MATH,1718_ACT_MATH,1819_ACT_MATH,1920_ACT_MATH,2021_ACT_MATH,2122_ACT_MATH,2223_ACT_MATH,1314_ACT_READ,1415_ACT_READ,1516_ACT_READ,1617_ACT_READ,1718_ACT_READ,1819_ACT_READ,1920_ACT_READ,2021_ACT_READ,2122_ACT_READ,2223_ACT_READ,1314_ACT_SCI,1415_ACT_SCI,1516_ACT_SCI,1617_ACT_SCI,1718_ACT_SCI,1819_ACT_SCI,1920_ACT_SCI,2021_ACT_SCI,2122_ACT_SCI,2223_ACT_SCI
101001,Dewitt Elementary School,"""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""","""K-5""",478,489,499,508,503,492,478,478,508,490,482,N/A,N/A,N/A,0,N/A,N/A,1,1,6,7,7,N/A,N/A,N/A,0,N/A,N/A,0,0,2,6,2,N/A,N/A,N/A,4,N/A,N/A,0,0,27,23,25,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.06,0.07,0.07,0.07,0.07,0.05,0.05,0.05,0.07,0.05,0.05,0.77,0.76,0.74,0.75,0.76,0.76,0.78,0.78,0.79,0.78,0.77,0.04,0.03,0.02,0.03,0.03,0.04,0.05,0.04,0.04,0.02,0.04,0.01,0.03,0.03,0.03,0.04,0.04,0.05,0.04,0.05,0.03,0.03,0.11,0.12,0.13,0.15,0.14,0.14,0.14,0.12,0.14,0.16,0.16,N/A,N/A,N/A,N/A,9,92,69,71,52,57,N/A,0.71,0.69,0.70,0.72,0.71,0.64,0.67,0.64,0.62,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0.03,0.03,0.03,0,0,14.08571429,14.24324324,13.48717949,12.71052632,14.18918919,13.52777778,13.2,12.74285714,13.075,12.573964,14.011695,0.97,1,0.95,0.98,0.95,0.94,0.94,0.95,0.8,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101003,Dewitt Middle School,"""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""","""6-8""",309,291,282,281,277,295,293,285,265,267,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0.15,0.12,0.13,0.14,0.13,0.11,0.11,0.09,0.11,0.04,0.03,0.02,0.03,0.04,0.05,0.04,0.05,0.06,0.07,0.09,0.82,0.84,0.81,0.81,0.8,0.78,0.81,0.81,0.77,0.76,0.73,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.07,0.09,0.09,0.08,0,0,0,0,0.01,0.02,0.04,0.04,0.04,0.03,0.04,0.11,0.14,0.14,0.1,0.11,0.12,0.13,0.13,0.14,0.16,0.15,N/A,N/A,N/A,N/A,1,2,19,23,19,22,N/A,0.66,0.64,0.65,0.65,0.65,0.62,0.65,0.56,0.65,0.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0.04,0,0.04,0.04,0,0.04,0.03,0.04,0,14.78125,16,15.39285714,13.23076923,14.48148148,12.71428571,14.77777778,14.7037037,12.59375,13.65,12.614457,0.91,1,1,1,0.94,0.93,0.78,0.76,0.78,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101004,Dewitt High School,"""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""",403,390,393,409,379,359,353,337,359,354,350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,79,88,78,87,95,98,109,98,82,98,0.17,0.16,0.14,0.14,0.14,0.1,0.12,0.13,0.13,0.14,0.15,0.03,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.04,0.05,0.05,0.78,0.79,0.8,0.8,0.79,0.84,0.82,0.8,0.81,0.76,0.74,0.05,0.04,0.04,0.05,0.04,0.05,0.07,0.07,0.06,0.07,0.07,0,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.03,0.14,0.14,0.14,0.14,0.11,0.11,0.1,0.11,0.11,0.16,0.16,N/A,N/A,N/A,N/A,N/A,1,3,7,8,11,N/A,0.60,0.54,0.62,0.59,0.64,0.51,0.61,0.57,0.55,0.57,89.00,90.00,80,83,95,82,81,68,71,80,0,0,0,0.03,0,0,0,0,0,0,0,10.97777778,9.555555556,9.407407407,9.433962264,8.049180328,10.75,12.25641026,6.034090909,10.09803922,14.142857,12.436507,0.96,1,1,1,0.95,0.91,0.97,0.97,0.88,0.97,0.3,0.4,0.42,0.47,0.4,0.45,0.35,0.22,0.23,0.35,0.42,0.31,0.42,0.38,0.21,0.27,0.26,0.41,0.31,0.44,0.36,0.77,0.56,0.57,0.46,0.4,0.37,0.42,0.36,0.53,0.4,0.39,0.46,0.48,0.41,0.47,0.18,0.2,0.22,0.22,0.31,0.29,0.3,0.23,0.22,0.22,0.32,0.39,0.35,0.45,0.68,0.63,0.59,0.57,0.3,0.35,0.34,0.43,71,72,114,112,102,96,110,93,106,98,50,65,52,75,92,76,76,67,68,73,20.94,19.23,21.23,18.39,18.85,19.13,18.63,17.7,18.34,19.19,21.18,18.72,20.98,17.21,18.57,18.76,17.63,16.84,17.81,18.49,21.12,18.43,20.46,17.71,17.99,18.37,17.61,17.15,17.91,18.75,21.98,19.94,21.54,18.8,18.91,19.71,19.04,17.19,18.21,18.99,21.32,19.2,21.17,19.36,19.3,19,19.66,19.07,18.85,19.96
104021,Park Avenue Elementary School,"""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""","""K-4""",656,637,661,630,638,604,593,598,605,595,584,30,25,25,20,20,22,21,14,15,14,25,3,5,6,7,8,4,5,3,9,6,10,9,17,15,14,17,16,21,16,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,0.48,0.5,0.49,0.47,0.48,0.45,0.41,0.44,0.44,0.05,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.1,0.1,0.13,0.45,0.43,0.42,0.38,0.37,0.37,0.36,0.36,0.38,0.34,0.33,0.01,0,0.02,0.02,0.02,0.03,0.03,0.02,0.04,0.05,0.06,0.04,0.05,0.04,0.06,0.06,0.06,0.07,0.07,0.08,0.09,0.09,0.13,0.14,0.13,0.13,0.14,0.17,0.16,0.15,0.13,0.14,0.14,N/A,N/A,N/A,N/A,22,21,27,27,19,22,N/A,0.75,0.74,1.00,0.75,0.75,0.75,0.75,0.74,0.75,0.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,11.98113208,12.14893617,10.97916667,10.625,10,10.87179487,9.69047619,9.604651163,9.682926829,11.042016,10.872727,0.95,1,1,1,1,1,1,0.88,0.78,0.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104023,Meekins Middle School,"""5-7""","""5-8""","""5-7""","""5-6""","""5-6""","""5-6""","""5-6""","""5-6""","""5-6""","""5-6""","""5-6""",275,252,226,221,246,253,241,250,231,213,212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0.46,0.48,0.43,0.5,0.51,0.5,0.48,0.44,0.46,0.03,0.04,0.03,0.05,0.09,0.11,0.09,0.08,0.07,0.11,0.12,0.51,0.48,0.47,0.43,0.45,0.36,0.37,0.39,0.37,0.36,0.34,0.03,0.02,0.01,0.02,0.01,0.04,0.09,0.09,0.06,0.09,0.1,0.03,0.04,0.03,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.13,0.14,0.15,0.17,0.16,0.17,0.18,0.16,0.16,0.16,0.17,N/A,N/A,N/A,N/A,4,13,21,25,20,14,N/A,0.64,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0.04,0,0,8.304347826,6.666666667,8.347826087,6.888888889,7.55,7.545454545,7.05,6.222222222,5.708333333,6.170731,5.75,0.97,1,1,1,1,0.95,1,0.93,0.79,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
104025,Stuttgart High School,"""9-12""","""8-12""","""7-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""","""9-12""",531,510,475,475,456,465,466,456,456,471,501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131,170,158,140,137,148,150,152,150,178,170,0.44,0.44,0.43,0.45,0.43,0.42,0.43,0.41,0.4,0.39,0.41,0.02,0.03,0.04,0.03,0.03,0.04,0.04,0.06,0.08,0.09,0.1,0.53,0.5,0.5,0.49,0.5,0.5,0.5,0.49,0.49,0.48,0.46,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.04,0.04,0.06,0.07,0.07,0.08,0.1,0.1,0.12,0.11,0.13,0.11,0.13,N/A,N/A,N/A,N/A,4,3,7,12,11,4,N/A,0.53,0.54,0.55,0.51,0.52,0.52,0.52,0.52,0.52,0.41,117.00,119.00,112,113,97,100,112,112,108,90,0.02,0,0,0,0,0,0.02,0,0,0.03,0,11.54901961,11.82352941,11.36,11.95555556,9.862745098,9.196078431,11.16326531,6.489130435,7.367816092,15.463235,15.887417,0.98,1,1,1,0.95,0.9,1,0.96,0.91,0.94,0.37,0.47,0.33,0.33,0.23,0.34,0.26,0.24,0.26,0.32,0.33,0.21,0.28,0.18,0.25,0.25,0.28,0.33,0.27,0.28,0.25,0.46,0.36,0.62,0.42,0.34,0.28,0.39,0.33,0.43,0.41,0.41,0.27,0.28,0.33,0.38,0.26,0.29,0.32,0.29,0.26,0.24,0.16,0.28,0.32,0.27,0.26,0.21,0.25,0.26,0.48,0.37,0.48,0.53,0.23,0.26,0.29,0.31,83,92,140,117,131,139,135,119,110,132,73,82,83,108,94,92,110,107,102,82,20.41,20.3,20.29,18.66,19.16,18.68,18.57,18.17,17.26,17.91,20.12,19.77,19.57,17.69,18.14,17.95,17.78,17.6,15.71,16.41,20.16,20.06,20.22,18.69,19.36,18.87,18.42,17.65,17.33,18.06,21.75,20.61,19.87,18.8,19.05,18.28,18.95,18.32,17.32,18.59,20.89,20.13,20.83,19.09,19.38,18.96,18.55,18.56,17.95,17.99
104026,Stuttgart Junior High School,"""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""","""7-8""",242,262,272,241,228,231,249,261,265,265,247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0.48,0.41,0.41,0.41,0.44,0.38,0.42,0.47,0.42,0.42,0.41,0.03,0.02,0.03,0.05,0.04,0.05,0.09,0.1,0.1,0.07,0.08,0.44,0.54,0.54,0.5,0.48,0.53,0.46,0.41,0.46,0.47,0.45,0.02,0.03,0.04,0.02,0.03,0.03,0.04,0.05,0.11,0.09,0.06,0.02,0.02,0.02,0.04,0.04,0.02,0.05,0.04,0.03,0.03,0.04,0.09,0.1,0.11,0.11,0.11,0.15,0.13,0.12,0.11,0.1,0.09,N/A,N/A,N/A,N/A,1,7,9,11,20,8,N/A,0.63,0.56,0.57,0.56,0.57,0.57,0.57,0.57,0.57,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0.08,0,0.02,0.04,0,10.22580645,12.20689655,12.43333333,13.28571429,13,13.95652174,15,9.117647059,6.56097561,8.696428,7.76923,1,1,1,1,1,1,0.96,0.91,0.85,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
